B cells,cDC cells,Endothelial cells,Fibroblasts,Macrophages M1,Macrophages M2,Mast cells,Monocytes,Myofibroblasts,NK cells,pDC cells,Plasma cells,T CD4 naive cells,T CD4 effector cells,T CD8 central memory cells,T CD8 effector cells,T CD8 effector memory cells,T CD8 exhausted cells,T CD8 naive cells,Tfh cells,Tprolifs,Th1 cells,Th17 cells,Th2 cells,Tregs,MAIT,T CD4 conventional cells
B2M,FCER1A,MCAM,COL1A1,CLEC7A,CSF1R,CD69,ATP6V0B,FGF18,CD2,SPCS1,PECAM19,EIF3L,LDHB,GZMA,GZMH,CD4,MX1,CD27,CXCL13,,CD4,RORC,GPR183,CD4,CD69,OSBPL5
B4GALT1,H4C3,BSG,COL1A2,CXCL10,CXCL10,CD9,ATP6V1F,LUZP2,CD226,RNASE6,CD38,FAM117B,NKG7,GZMK,GZMK,CD44,GZMB,CD28,CXCR3,,IFNG,STAT3,CXCR6,CD40LG,ITGAM,TGFBR3
BACH2,HLA-DPB1,SLAMF1,COL3A1,CXCL11,CXCL11,CEACAM8,B2M,CD9,CD244,LTB,CD40,FHIT,PRDM1,IL15RA,KLRG1,CD52,ISG15,CD3D,CXCR5,,LRP8,,MYO7A,CD70,GLUL,EMP3
BANK1,HLA-DQA1,CD151,COL5A2,CXCL12,CXCL2,CMA1,BLOC1S1,CFH,CD247,MAP1A,ICAM1,GATA3,PRF1,IL2RB,NKG7,CD8A,CD82,CD3E,CXCR6,,DPP4,,SLC7A10,CD8A,RASSF1,CASP8
BCL11A,HLA-DQB1,CD160,COL6A1,CXCL2,CXCL9,CPA3,BRI3,DPT,CD27,STMN1,CD79A,GIMAP5,S1PR1,IL2RG,PRDM1,CD8B,IFIT3,CD4,ELAPOR1,,SGCB,,ZNF764,CD8B,SH3BP5-AS1,BIN2
BCL6,ID2,ITGB2,COL6A2,CXCL8,CXCR4,CPM,BTG1,TYRP1,CD34,IRF4,CD79B,GIMAP8,S1PR5,IL7R,PRF1,CEP78,IFITM3,CD55,GPR183,,HBEGF,,THADA,CDC25B,PRKCB,RAP1GAP2
BCL7A,IRF4,MRC1,COL6A3,CXCL9,DCIR,CTSG,C1orf162,LINC00632,CD38,OFD1,CD9,GPR183,SELL,LEF1,S100A4,CX3CR1,BST2,CD8A,H4C12,,LTA,,SH3TC1,CNGB1,PLEK,CXCR4
BEND5,IRF8,CD248,CPE,ENG,ENG,EGR3,CAST,ROBO2,CD3D,GPX1,FAS,GZMA,TBX21,MAL,ZEB2,CXCR3,GNLY,CD8B,HEY1,,IL12RB2,,PTPN13,CORO1B,TM4SF19,CD44
BLK,ITGAE,CLEC4M,CPXM1,FCER1G,FCER1A,ELA2,CCR5,HS3ST3A1,CD3E,FKBP2,CHPF,GZMK,,MBD2,,CXCR4,IFI44L,CEP68,ICA1,,CTLA4,,TOX,CTLA4,KLRF1,CD3E
BLNK,ITGAM,KDR,CRISPLD2,FCER2A,FCER1AG,FCER1A,CD14,SFTA1P,CD3G,ERP29,CIBAR2,IL7R,,MYC,,CXCR5,CCL3,COQ8A,ICOS,,BST2,,POMT1,CXCR6,SAMD3,CD4
BP1,ITGAX,PECAM1,CTGF,FCGR1A,FCER1G,FCN1,CD33,COL16A1,CD4,CLIC3,CLDN14,IL9R,,NOSIP,,DSTN,GZMK,DGKA,IL1R2,,CD38,,ELAPOR1,ENC1,VCL,GZMK
BRAF,LAMP3,CDH1,CXCL12,FCGR1B,FCER2,FTL,CD37,NOTUM,CD40LG,PDIA4,CLDN3,LDLRAP1,,PRF1,,EFHD2,NKG7,EEF2,IL21,,CD70,,SIRPG,ENTPD1,FCGR3B,FGFBP2
BTG1,PPA1,CD34,CXCL14,FCGR1C,FCER2A,GATA2,CD40,RARRES1,CD44,IRF8,CRELD2,LEF1,,RCAN3,,EMP3,LAG3,EIF3E,IL21R,,APOD,,MRTFB,EZH2,LILRB1,ITGA1
BTK,PTTG1,CD36,CYBRD1,FCGR1CP,FIZZ1,HDC,CD44,THBD,CD52,DHRS7,CST6,LRRN3,,S1PR1,,EOMES,BTLA,EIF3L,IL6ST,,CSF2,,STK39,FANK1,ADAM8,CXCR3
BTLA,RAB32,ENTPD1,CYP1B1,FCGR2A,FUT4,HPGD,CD48,TNFRSF19,CD69,CTSB,CTHRC1,LTB,,SELL,,FCGR3A,ITGAE,EPHX2,KCNK5,,DUSP5,,CHGB,FAS,LITAF,CD8B
C1orf162,SLC38A1,CD40,DCN,FCGR2B,HLA-DRA,HPGDS,CD52,ALDH2,CD7,PTPRS,CXCR4,MAL,,SOCS3,,FCGR3B,LAYN,EXOSC8,LDLRAD4,,APBB2,,LDLRAD4,FCGR2B,OSBPL5,CD8A
C1orf56,SLCO5A1,PTPRC,DPT,FCGR3A,IDO,HSPA6,CD53,PSTPIP1,CD74,GPR183,DERL3,MYC,,TCF7,,FCRL6,IRF4,FAM102A,LTB,,SYNGR3,,H4C12,FCRL3,TGFBR3,CD52
CALHM6,SOCS2,ICAM1,ELN,FCGR3B,IL10,IL4,CD63,COL12A1,CD79B,TXN,DNAAF1,NELL2,,TRD,,FGFBP2,TIGIT,FAM117B,MAF,,BTG3,,PASK,FOXO1,EMP3,
CALR,THBD,ITGB3,F3,FOS,IRF4,ITGA9,CD68,CXCL14,CD8A,SSR4,DNAJB9,NOSIP,,TRG,,FGR,HSPB1,FKBP5,MAGEH1,,DOK5,,CHI3L2,FOXO3,CASP8,
CARD16,WDFY4,SELP,FAP,FPR3,ITGAM,KIT,CD74,LXN,CD8B,PARK7,DPEP1,PDCD1,,TSHZ2,,FLNA,GIMAP6,FOXP1,MALAT1,,LRRN3,,B3GAT1,FOXP3,BIN2,
CASP4,XCR1,SELPE,FBLN1,FUT4,LILRA4,LINC01140,CD80,LTBP2,CD96,TGFBI,DTNB-AS1,PECAM1,,,,FUT11,CXCR6,GAS5,MME,,DGKI,,TSHR,GATA3,RAP1GAP2,
CCDC32,BTLA,SELPP,FBLN5,HLA-DRA,MRC1,MAOB,CD86,ROBO1,CDC5L,CCDC50,ELL2,PRKCA,,,,GAB3,HSPH1,GCSAM,MRTFB,,ATP9A,,PVALB,GBP2,CXCR4,
CCL21,C1orf54,CD81,FBN1,IDO,MS4A4A,MLPH,CD93,WDR91,CHST12,EMP3,ERLEC1,RPS5,,,,GK5,HAVCR2,GIMAP2,MYO6,,ZBTB32,,CXCR5,GNG8,CD44,
CCR6,CADM1,CD9,FGF7,IFI27,MSR1,MPO,CEBPB,CCDC68,CHST2,HERPUD1,FCRL5,RSL1D1,,,,GLUL,PDCD1,GPR155,MYO7A,,IL22,,MAGEH1,GZMB,CD3E,
CCR7,CCL19,CD93,FHL2,IL12A,PPARG,MS4A2,CEBPD,ANGPTL6,CLIC3,C12orf75,FKBP11,RUNX3,,,,GNLY,TIGIT,GPR183,PASK,,CMAHP,,SMAD1,HAVCR2,CD4,
CCR9,CCL22,CDH1,FSP1,IL12B,SIGLEC1,NGF,CFD,COL3A1,CR2,NUCB2,FKBP2,S1PR1,,,,GZMB,CD3E,GZMB,PDCD1,,EGFL6,,CDK5R1,ICA1,GZMK,
CD10,CCR7,CDH5,GFPT2,IL1A,STAT6,NR0B1,CFL1,TGFBR3,CST7,DUSP5,FRGCA,SATB1,,,,GZMH,CD8A,GZMH,POMT1,,,,HEY1,ICOS,FGFBP2,
IL7R,CD1B,CLDN5,IGF2,IL1B,TGM2,PILRA,CLEC7A,DKK3,CTSW,ITM2C,GMPPB,SELL,,,,GZMK,LAG3,IGF1R,PTPN13,,,,ST8SIA1,ID3,ITGA1,
SDC1,CD1C,CLEC14A,IGFBP5,IL23A,TLR2,PPM1H,CMTM6,SLITRK6,CX3CR1,UBE2J1,GPRC5D,SERINC5,,,,IFNG,CD3D,IL7R,PVALB,,,,MYO6,IFNG,CXCR3,
CD14,CD1E,COL4A1,IGFBP6,IL2RA,TLR4,PRG2,CORO1A,CYSLTR1,CXCL10,TMEM109,GUSBP11,SLC40A1,,,,IL7R,HNF1A,ITFG2,SH3TC1,,,,KCNK5,IKZF2,CD8B,
ITGB20,CD33,COLEC11,ISLR,IL6,TRAIL,PTGS1,COTL1,MMP2,CXCR1,PLAC8,HDLBP,SNHG29,,,,ITGA1,EOMES,ITGAE,SIRPG,,,,,IKZF4,CD8A,
CD19,CD4,COLEC12,LOX,IL7R,TREM1,PTGS2,COX5B,POSTN,CXCR3,CCDC88A,HERPUD1,SNHG32,,,,ITGAM,,LDHB,SLAM,,,,,IL10,CD52,
CD1C,CD59,DIPK2B,LPAR1,IRF1,TREM2,RNASE3,CSF1R,ATP1B1,CXCR4,SLC3A2,HID1,SOCS3,,,,KCNAB2,,LDLRAP1,SLC7A10,,,,,IL10RA,,
CD20,CLEC10A,DCBLD2,LTBP2,IRF5,VSIG4,S100A4,CST3,CREB5,CXCR5,RNF130,HM13,SVIL,,,,KLRC3,,LEF1,SMAD1,,,,,IL17A,,
CD21,CLEC9A,DOCK9,LUM,LILRA4,,SCG2,CSTA,ENC1,CXCR6,SEL1L3,HSP90B1,TBX21,,,,KLRD1,,LEF1-AS1,ST8SIA1,,,,,IL1R1,,
CD22,CXCR4,DYSF,MEG3,MARCO,,SIGLEC6,CSTB,CCDC146,CXXC5,TRAM1,IGF1,TCF7,,,,KLRF1,,LINC01550,STAT3,,,,,IL23R,,
CD24,EBI3,ECE1,MFAP4,MerTK,,SIGLEC8,CTSB,C16orf89,DOCK2,PLD4,IGH,TESPA1,,,,KLRG1,,LMO7,STK39,,,,,IL2RA,,
CD25,FCER1A,ECSCR,MFAP5,NFKB1,,SLC18A2,CTSD,PCSK1N,DUSP1,NPC2,IGHA1,TMEM204,,,,LGALS1,,LRRC75A,THADA,,,,,IL2RB,,
TNFSF13B,H4C3,EDG1,MGST1,NOS2,,SLC24A3,CTSH,PDGFC,EOMES,MPEG1,IGHA2,TRABD2A,,,,LILRB1,,LRRN3,TIGIT,,,,,IL32,,
CD27,HLA-DPB1,EDG3,MIR100HG,NOX1,,SLC6A4,CTSS,GEM,FASLG,SEC61G,IGHD,TSHZ2,,,,LITAF,,MAL,TNFRSF4,,,,,IL4I1,,
CD28,HLA-DQA1,EDG5,MMP2,PTGS2,,TAL1,CXCL10,S100A10,FCER1G,HLA-DQA1,IGHG1,TXK,,,,LLGL2,,MAML2,TNFSF4,,,,,IL5RA,,
CD34,HLA-DQB1,EDG6,MSC,ROS1,,TBILA,CXCL11,CTHRC1,FCGR3A,SPIB,IGHG2,ZBTB7B,,,,LPCAT1,,MLXIP,TOX,,,,,IL7R,,
CD37,ID2,EDG8,MXRA8,S100A8,,TNFAIP1,CXCL2,PRELP,FCGR3B,P4HB,IGHG3,,,,,MBP,,MYC,TOX2,,,,,KLRB1,,
CD38,IRF4,EFNA1,MYH11,SELP,,TPSAB1,CXCL9,NEDD9,FGF18,IL3RA,IGHG4,,,,,MTSS1,,NDFIP1,TSHR,,,,,KLRD1,,
CD40,IRF8,EGFL7,NID2,SIGLEC1,,TPSB2,CYBA,WNT5A,FGFBP2,CD164,IGHGP,,,,,MYO1F,,NELL2,ZNF764,,,,,LAG3,,
SPN,ITGAE,ELK3,OLFML2B,SOCS1,,VWA5A,CYBB,PDLIM3,FLT3LG,RRBP1,IGHM,,,,,MYO1G,,NOG,,,,,,LAYN,,
PTPRC,ITGAM,ELTD1,OLFML3,SOCS3,,ATP8B4,DAZAP2,USP18,FOS,SEC11C,IGHV3-23,,,,,OSBPL5,,NOP53,,,,,,LGALS1,,
CD48,ITGAX,EMCN,PALLD,STAT1,,BMP2K,DUSP1,COMP,FUT5,SERPINF1,IGHV3-7,,,,,PATL2,,NOSIP,,,,,,LGALS3,,
CD5,LAMP3,EPCR,PAPSS2,TLR2,,BPI,EMP3,VCAN,FZR1,HIGD1A,IGJ,,,,,PIK3R5,,NPAT,,,,,,LGMN,,
CD52,PPA1,ERG,PCOLCE,TLR4,,C3AR1,ENG,PKIG,GEM,NR3C1,IGKC,,,,,PLEK,,NPM1,,,,,,LTA,,
CD53,PTTG1,ESAM,PCSK5,TNF,,CD33,EVI2B,PTGER1,GGT1,SEC61B,IGKV1-12,,,,,PLEKHG3,,NT5E,,,,,,LTB,,
CD56,RAB32,F2RL3,PDGFRA,TREM1,,CLC,FCER1AG,VIM,GNLY,UNC93B1,IGKV1-39,,,,,PRF1,,OXNAD1,,,,,,MAF,,
CD69,SLC38A1,F8,PDGFRB,TREM2,,CRISP3,FCGR3A,CCN2,GSG1,TMED2,IGKV1-5,,,,,PRKCB,,PASK,,,,,,MAGEH1,,
CD70,SLCO5A1,FABP4,PDGFRL,TSPO,,FAM124B,FCGRT,COL1A1,GZMA,SIVA1,IGKV1D-13,,,,,PRSS23,,PDE3B,,,,,,MIR155HG,,
CD71,SOCS2,FABP5,PDPN,VSIR,,FAM174B,FCN1,NTM,GZMB,LILRB4,IGKV1D-8,,,,,PXN,,PDK1,,,,,,NKG7,,
CD72,THBD,FABP6,PLAC9,,,FCER1AA,FGL2,CNN3,GZMH,IRF2BP2,IGKV3-15,,,,,RAP1B,,PIK3IP1,,,,,,NRP1,,
CD74,WDFY4,FCN3,PODN,,,GFI1,FGR,,GZMK,DDX17,IGKV3-20,,,,,RAP1GAP2,,PLEKHB1,,,,,,NT5E,,
CD79A,XCR1,FLT1,PRELP,,,IL18R1,FKBP1A,,GZMM,SELL,IGKV3D-15,,,,,RAP2B,,PRKCQ-AS1,,,,,,PDCD1,,
CD79B,,FLT1 ,PRRX1,,,LTC4S,FOS,,H4C3,HLA-DRA,IGKV4-1,,,,,RASSF1,,PSIP1,,,,,,PLN,,
CD80,,FLT4,PTGIS,,,MS4A3,FTH1,,HAVCR2,PTPRC,IGLC1,,,,,RGS19,,R3HDM4,,,,,,PRDM1,,
CD81,,FXYD6,RARRES2,,,MYB,FTL,,HLA-E,LILRA4,IGLC2,,,,,RNF166,,RACK1,,,,,,PTGIR,,
CD83,,GFOD2,RCN3,,,NOX3,FUT4,,HMGB2,CYB561A3,IGLC3,,,,,S1PR1,,RASGRP2,,,,,,RNF19A,,
CD86,,GNG11,SCARA3,,,NTRK1,FXYD5,,HOPX,PPP1R14B,IGLJ3,,,,,S1PR5,,RCAN3,,,,,,RORC,,
FAS,,GPR116,SERPINF1,,,P2RX1,GABARAP,,ICAM1,PLP2,IGLL3P,,,,,SAMD3,,RIC3,,,,,,RTKN2,,
CD99,,GPR146,SPARCL1,,,P2RY14,GLIPR1,,IFITM3,PPM1K,IGLL5,,,,,SH3BP5,,RPS8,,,,,,S1PR4,,
CDC20,,GPR182,SPOCK1,,,PAQR5,GMFG,,IFNG,LGMN,IGLV@,,,,,SH3BP5-AS1,,S100A4,,,,,,SELL,,
CDK1,,GPR4,SULF1,,,RAB27B,GPSM3,,IGFBP5,TSPAN13,IGLV1-44,,,,,SLC2A1,,S1PR1,,,,,,SIRPG,,
CLCA3P,,HAPLN3,SVEP1,,,RGS13,GPX1,,IL10,GAS6,IGLV1-51,,,,,SLC9A3R1,,SCML4,,,,,,SOCS1,,
CLEC17A,,HERC2P2,TAGLN,,,SLC12A8,GRB2,,IL15,MAPKAPK2,IGLV2-14,,,,,SLCO4C1,,SELL,,,,,,STAT3,,
CLEC9A,,HERC2P9,THBS2,,,ST8SIA1,GRN,,IL18RAP,CD68,IGLV3-21,,,,,SPON2,,SERINC5,,,,,,STAT5A,,
CLECL1,,HSPG2,THY1,,,STAP1,GSTO1,,IL2RA,MZB1,IGLV5-48,,,,,SRPK2,,SGSM3,,,,,,STAT5B,,
CLK1,,HYAL2,TMEM119,,,STXBP6,GSTP1,,IL2RB,TCF4,IGLV6-57,,,,,STK10,,SH3YL1,,,,,,TGFB1,,
CMTM6,,ID1,TPM1,,,CCL1,H2AFY,,IL32,CXCR3,IL5RA,,,,,SYNE1,,SINHCAF,,,,,,TGFB3,,
COCH,,IL3RA,TPM2,,,CCL20,HCLS1,,IL7R,DCK,IRF4,,,,,TAGLN2,,SMAP2,,,,,,TIGIT,,
COX7C,,ITGB4,TPST1,,,CSF2,HCST,,ITGA1,DERL3,ITGA8,,,,,TBX21,,SNED1,,,,,,TNFRSF18,,
CR2,,JUP,VASN,,,CXCL3,HLA-B,,ITGA5,SLC15A4,JCHAIN,,,,,TGFBR3,,SNHG29,,,,,,TNFRSF1B,,
CTSS,,KDR,MMP11,,,GZMB,HLA-C,,ITGAE,,JSRP1,,,,,TM4SF19,,SNHG32,,,,,,TNFRSF4,,
CXCR4,,KLF4,TGFB3,,,HOXA1,HLA-DMA,,ITGAM,,KCNMA1,,,,,TM4SF19-DYNLT2B,,SNURF,,,,,,TNFRSF9,,
CXCR5,,LDB2,,,,IL1A,HLA-DPA1,,KIR2DL1,,KCNN3,,,,,TPST2,,SOCS3,,,,,,TRAC,,
CYBA,,LIMS3,,,,IL1B,HLA-DPB1,,KIR2DL3,,KDELR1,,,,,TTC16,,SPINT2,,,,,,TRAF3,,
CYRIB,,LYVE1,,,,IL1RL1,HLA-DQB1,,KIR2DL4,,KDELR2,,,,,TTC38,,SPTBN1,,,,,,TRBC2,,
DENND5B,,LYVE1,,,,IL3,HLA-DRA,,KIR2DS4,,KDELR3,,,,,USP28,,STMN3,,,,,,UTS2,,
DRAM2,,MALL,,,,IL5,HLA-DRB1,,KIR3DL1,,KRTCAP2,,,,,VCL,,TCF7,,,,,,,,
DTNB,,MATN2,,,,LINC00597,HLA-DRB5,,KIR3DL2,,LINC00582,,,,,VEZF1,,THAP7,,,,,,,,
EAF2,,MMRN1,,,,TEC,HNRNPU,,KIR3DL3,,LINC01480,,,,,WDR37,,THEM4,,,,,,,,
EBF1,,MMRN2,,,,,IFI30,,KIT,,LINC02362,,,,,ZEB2,,TMEM123,,,,,,,,
EEF1A1,,MYCT1,,,,,IFITM3,,KLRB1,,LMAN1,,,,,ZEB2-AS1,,TMEM204,,,,,,,,
EEF1B2,,NOS3,,,,,ITGA5,,KLRC1,,LMAN2,,,,,ZNF600,,TMEM63A,,,,,,,,
EEF1D,,NPDC1,,,,,ITGAM,,KLRC2,,LMF1,,,,,,,TNFSF8,,,,,,,,
EIF4A2,,PDE2A,,,,,ITGAX,,KLRC3,,LMTK3,,,,,,,TOMM7,,,,,,,,
ERP29,,PD-ECGF,,,,,ITGB2,,KLRD1,,LYPD6B,,,,,,,TPCN1,,,,,,,,
EVI2B,,PDGFA,,,,,LAMTOR1,,KLRF1,,MANEA,,,,,,,TRABD2A,,,,,,,,
FAIM3,,PD-L1,,,,,LAPTM5,,KLRG1,,MANF,,,,,,,TRAP1,,,,,,,,
FAM129C,,PECAM1,,,,,LCP1,,KLRK1,,MEI1,,,,,,,TRMT1,,,,,,,,
FAM65B,,PIEZO1,,,,,LGALS1,,L1TD1,,MIXL1,,,,,,,TSHZ2,,,,,,,,
FAU,,PKP4,,,,,LGALS3,,LAG3,,MOXD1,,,,,,,TXK,,,,,,,,
FCER2,,PLA2G4C,,,,,LILRA4,,LDB3,,MYDGF,,,,,,,UBQLN2,,,,,,,,
FCGR2A,,PLVAP,,,,,LITAF,,LTB,,MYL2,,,,,,,VIPR1,,,,,,,,
FCGR2B,,PODXL,,,,,LRRFIP1,,MAPRE3,,MZB1,,,,,,,WDR43,,,,,,,,
FCMR,,PPM1F,,,,,LSP1,,MCM3AP,,NXPE4,,,,,,,ZNF101,,,,,,,,
FCRL1,,PRCP,,,,,LST1,,MKI67,,PAIP2B,,,,,,,,,,,,,,,
FCRL2,,PTPRB,,,,,LYN,,MME,,PARM1,,,,,,,,,,,,,,,
FCRL3,,PVRL2,,,,,LYZ,,MRC2,,PDIA4,,,,,,,,,,,,,,,
FCRL5,,RAI14,,,,,MAFB,,MXRA8,,PDIA6,,,,,,,,,,,,,,,
FCRLA,,RAMP2,,,,,MCL1,,NCAM1,,PERP,,,,,,,,,,,,,,,
FMC7,,RAMP3,,,,,MNDA,,NCR1,,PIK3CD-AS2,,,,,,,,,,,,,,,
FRK,,RASA4,,,,,MS4A6A,,NCR2,,PLA2G2D,,,,,,,,,,,,,,,
GAPT,,RBP1,,,,,MS4A7,,NCR3,,PLAAT2,,,,,,,,,,,,,,,
GLDC,,RGL2,,,,,MT2A,,NKG7,,PRDX4,,,,,,,,,,,,,,,
GMFG,,RGS16,,,,,NACA,,NMUR1,,PRSS16,,,,,,,,,,,,,,,
GNG7,,RHOJ,,,,,NAMPT,,PDCD1,,RABAC1,,,,,,,,,,,,,,,
GPR18,,ROBO4,,,,,NAP1L1,,PDLIM4,,RASGRP3,,,,,,,,,,,,,,,
GPR183,,S1PR1,,,,,NCF2,,PRF1,,SCNN1B,,,,,,,,,,,,,,,
GTF3A,,SDPR,,,,,NEAT1,,PRSS23,,SDC1,,,,,,,,,,,,,,,
GUSBP11,,SELE,,,,,NFKBIA,,PRX,,SDF2L1,,,,,,,,,,,,,,,
HHEX,,SEMA3A,,,,,NPC2,,PSMD4,,SEC11C,,,,,,,,,,,,,,,
HLA-A,,SLCO2A1,,,,,OAZ1,,PTGDR,,SELENOS,,,,,,,,,,,,,,,
HLA-DMA,,SMAD1,,,,,PABPC1,,PTPRC,,SLAMF7,,,,,,,,,,,,,,,
HLA-DOB,,SOX18,,,,,PFN1,,RAX,,SPACA3,,,,,,,,,,,,,,,
HLA-DPA1,,STAB2,,,,,PGK1,,SAMD3,,SPAG4,,,,,,,,,,,,,,,
HLA-DPB1,,SYT15,,,,,PKM,,SELL,,SPATS2,,,,,,,,,,,,,,,
HLA-DQA1,,TEK,,,,,PLAUR,,SH2D1B,,SPCS2,,,,,,,,,,,,,,,
HLA-DQB1,,TEM7,,,,,PLEK,,SLC30A5,,SPCS3,,,,,,,,,,,,,,,
HLA-DRA,,TEM8,,,,,PPT1,,SLC3A2,,SSR3,,,,,,,,,,,,,,,
HLA-DRB1,,TFPI,,,,,PRELID1,,SPON2,,TGFBR3L,,,,,,,,,,,,,,,
HVCN1,,TGFBR2,,,,,PRR13,,STMN1,,TMED9,,,,,,,,,,,,,,,
IFNA10,,TGM2,,,,,PSAP,,STYK1,,TNFRSF17,,,,,,,,,,,,,,,
IGHA1,,THBD,,,,,PSME2,,TBX21,,TUBB2B,,,,,,,,,,,,,,,
IGHA2,,THSD1,,,,,PYCARD,,TBXA2R,,TXNDC11,,,,,,,,,,,,,,,
IGHD,,THSD7A,,,,,RAB31,,TCTN2,,TXNDC15,,,,,,,,,,,,,,,
IGHG1,,TIE1,,,,,RGS2,,TESC,,TXNDC5,,,,,,,,,,,,,,,
IGHG2,,TIE,,,,,RHOA,,TINAGL1,,UBE2J1,,,,,,,,,,,,,,,
IGHG3,,TM4SF18,,,,,RHOG,,TMIGD2,,UGT2B17,,,,,,,,,,,,,,,
IGHG4,,EDP1,,,,,RNASET2,,TNF,,WNT10A,,,,,,,,,,,,,,,
