B cells,cDC cells,Endothelial cells,Fibroblasts,Macrophages M1,Macrophages M2,Mast cells,Monocytes,Myofibroblasts,NK cells,pDC cells,Plasma cells,T CD4 naive cells,T CD4 effector cells,T CD8 central memory cells,T CD8 effector cells,T CD8 effector memory cells,T CD8 exhausted cells,T CD8 naive cells,Tfh cells,Tprolifs,Th1 cells,Th17 cells,Th2 cells,Tregs,MAIT,T CD4 conventional cells
AMT,PPA1,CD34,CXCL14,IL1B,CXCL10,GATA2,LYZ,RARRES1,CD44,IRF8,CRELD2,CD27,,,IL7R,CD300A,LAG3,EIF3E,CCR6,,APOD,,MRTFB,LAG3,LILRB1,ITGA1
ANAPC5,PTTG1,CD36,CYBRD1,IL23A,CXCL11,HDC,LSP1,THBD,CD52,DHRS7,CST6,S1PR1,,,ITFG2,PRSS23,BTLA,EIF3L,CXCR3,,CSF2,,STK39,CD226,ADAM8,CXCR3
ANK2,RAB32,ENTPD1,CYP1B1,IL2RA,CXCL2,HPGD,SLC25A3,TNFRSF19,CD69,CTSB,CTHRC1,CD28,,,ITGAE,RAP2B,ITGAE,EPHX2,ICOS,,DUSP5,,CHGB,CD25,LITAF,CD8B
ANKHD1,SLC38A1,CD40,DCN,IL6,CXCL9,HPGDS,COTL1,ALDH2,CD7,PTPRS,CXCR4,CD3D,,,LDHB,SLC2A1,LAYN,EXOSC8,CD4,,APBB2,,LDLRAD4,CD27,OSBPL5,CD8A
ANKRD13A,SLCO5A1,PTPRC,DPT,IL7R,ENG,HSPA6,TALDO1,PSTPIP1,CD74,GPR183,DERL3,CD3E,,,LDLRAP1,SLCO4C1,IRF4,FAM102A,MYO7A,,SYNGR3,,H4C12,ICOS,TGFBR3,CD52
ANKRD44,SOCS2,ICAM1,ELN,IRF1,FCER2,IL4,NAMPT,COL12A1,CD79B,TXN,DNAAF1,CD4,,,LEF1,WDR37,TIGIT,FAM117B,SLC7A10,,BTG3,,PASK,PDCD1,EMP3,
AP1B1,THBD,ITGB3,F3,IRF5,FUT4,ITGA9,SERP1,CXCL14,CD8A,SSR4,DNAJB9,IL7R,,,LEF1-AS1,FCRL6,HSPB1,FKBP5,ZNF764,,DOK5,,CHI3L2,CD28,CASP8,
AP1S3,WDFY4,SELP,FAP,NFKB1,ITGAM,KIT,LGALS1,LXN,CD8B,PARK7,DPEP1,LEF1,,,LINC01550,RAP1B,GIMAP6,FOXP1,THADA,,LRRN3,,B3GAT1,NRP1,BIN2,
APOM,XCR1,SELPE,FBLN1,NOS2,JUN,LINC01140,RGS2,LTBP2,CD96,TGFBI,DTNB-AS1,MAL,,,LMO7,KCNAB2,CXCR6,GAS5,ICA1,,DGKI,,TSHR,PECAM1,RAP1GAP2,
APPL1,BTLA,SELPP,FBLN5,NOX1,LILRA4,MAOB,CSTA,ROBO1,CDC5L,CCDC50,ELL2,MYC,,,LRRC75A,ZEB2-AS1,HSPH1,GCSAM,SH3TC1,,ATP9A,,PVALB,TNFRSF18,CXCR4,
AQP7,C1orf54,CD81,FBN1,PTGS2,MRC1,MLPH,TPT1,WDR91,CHST12,EMP3,ERLEC1,NOSIP,,,LRRN3,SH3BP5,HAVCR2,GIMAP2,PTPN13,,ZBTB32,,CXCR5,ENTPD1,CD44,
ARHGAP24,CADM1,CD9,FGF7,ROS1,MSR1,MPO,PSME2,CCDC68,CHST2,HERPUD1,FCRL5,SELL,,,MAL,ARL4C,PDCD1,GPR155,MAF,,IL22,,MAGEH1,CD3D,CD3E,
ARID1A,CCL19,CD93,FHL2,S100A8,PPARG,MS4A2,PLEK,ANGPTL6,CLIC3,C12orf75,FKBP11,LTB,,,MAML2,MBP,TIGIT,GPR183,TOX,,CMAHP,,SMAD1,CD3E,CD4,
ARID5B,CCL22,CDH1,FSP1,SELP,TGM2,NGF,CYBA,COL3A1,CR2,NUCB2,FKBP2,SOCS3,,,MLXIP,TPST2,CD3E,GZMB,POMT1,,EGFL6,,CDK5R1,CD4,GZMK,
ARL3,CCR7,CDH5,GFPT2,SIGLEC1,TLR2,NR0B1,FKBP1A,TGFBR3,CST7,DUSP5,FRGCA,TCF7,,,MYC,KLRD1,CD8A,GZMH,ELAPOR1,,,,HEY1,PTPRCRA,FGFBP2,
ARPP21,CD1B,CLDN5,IGF2,SOCS3,TLR4,PILRA,GPX1,DKK3,CTSW,ITM2C,GMPPB,TSHZ2,,,NDFIP1,LLGL2,LAG3,IGF1R,CXCL13,,,,ST8SIA1,ITGA2,ITGA1,
ARSA,CD1C,CLEC14A,IGFBP5,STAT1,TREM1,PPM1H,CST3,SLITRK6,CX3CR1,UBE2J1,GPRC5D,PECAM1,,,NELL2,RNF166,CD3D,IL7R,SIRPG,,,,MYO6,ITGA4,CXCR3,
ASB13,CD1E,COL4A1,IGFBP6,TLR2,TREM2,PRG2,CTSD,CYSLTR1,CXCL10,TMEM109,GUSBP11,,,,NOG,GZMH,HNF1A,ITFG2,MRTFB,,,,KCNK5,CD5,CD8B,
ASB15,CD33,COLEC11,ISLR,TLR4,FCER1AG,PTGS1,S100A6,MMP2,CXCR1,PLAC8,HDLBP,,,,NOP53,ZNF600,EOMES,ITGAE,STK39,,,,,CD52,CD8A,
ATF7IP2,CD4,COLEC12,LOX,TNF,FCER2A,PTGS2,GRB2,POSTN,CXCR3,CCDC88A,HERPUD1,,,,NOSIP,PXN,,LDHB,CHGB,,,,,CD70,CD52,
ATG101,CD59,DIPK2B,LPAR1,TREM2,HLA-DRA,RNASE3,GMFG,ATP1B1,CXCR4,SLC3A2,HID1,,,,NPAT,TAGLN2,,LDLRAP1,LDLRAD4,,,,,CD72,,
ATP2A3,CLEC10A,DCBLD2,LTBP2,TSPO,,S100A4,ALDOA,CREB5,CXCR5,RNF130,HM13,,,,NPM1,FGR,,LEF1,H4C12,,,,,CDC25B,,
ATP2B1,CLEC9A,DOCK9,LUM,VSIR,,SCG2,TIMP1,ENC1,CXCR6,SEL1L3,HSP90B1,,,,NT5E,MYO1G,,LEF1-AS1,PASK,,,,,CLDND1,,
ATP6V0A1,CXCR4,DYSF,MEG3,,,SIGLEC6,S100A4,CCDC146,CXXC5,TRAM1,IGF1,,,,OXNAD1,CEP78,,LINC01550,CHI3L2,,,,,CLEC5A,,
ATRX,EBI3,ECE1,MFAP4,,,SIGLEC8,HLA-C,C16orf89,DOCK2,PLD4,IGH,,,,PASK,USP28,,LMO7,B3GAT1,,,,,CMTM7,,
AVP,FCER1A,ECSCR,MFAP5,,,SLC18A2,PPT1,PCSK1N,DUSP1,NPC2,IGHA1,,,,PDE3B,ADGRG1,,LRRC75A,TSHR,,,,,CORO1B,,
B2M,H4C3,EDG1,MGST1,,,SLC24A3,CD14,PDGFC,EOMES,MPEG1,IGHA2,,,,PDK1,MTSS1,,LRRN3,PVALB,,,,,CORO7,,
B3GALT6,HLA-DPB1,EDG3,MIR100HG,,,SLC6A4,CTSB,GEM,FASLG,SEC61G,IGHD,,,,PIK3IP1,STK10,,MAL,CXCR5,,,,,CPNE2,,
BACH2,HLA-DQA1,EDG5,MMP2,,,TAL1,AHNAK,S100A10,FCER1G,HLA-DQA1,IGHG1,,,,PLEKHB1,GAB3,,MAML2,MAGEH1,,,,,CTLA4,,
BAK1,HLA-DQB1,EDG6,MSC,,,TBILA,TXN,CTHRC1,FCGR3A,SPIB,IGHG2,,,,PRKCQ-AS1,DSTN,,MLXIP,SMAD1,,,,,DUSP4,,
BANK1,ID2,EDG8,MXRA8,,,TNFAIP1,GSTP1,PRELP,FCGR3B,P4HB,IGHG3,,,,PSIP1,ADRB2,,MYC,CDK5R1,,,,,ELK3,,
BASP1,IRF4,EFNA1,MYH11,,,TPSAB1,STXBP2,NEDD9,FGF18,IL3RA,IGHG4,,,,R3HDM4,GK5,,NDFIP1,HEY1,,,,,F5,,
BCAS4,IRF8,EGFL7,NID2,,,TPSB2,PABPC1,WNT5A,FGFBP2,CD164,IGHGP,,,,RACK1,PIK3R5,,NELL2,ST8SIA1,,,,,FAM110A,,
BCL11A,ITGAE,ELK3,OLFML2B,,,VWA5A,CFL1,PDLIM3,FLT3LG,RRBP1,IGHM,,,,RASGRP2,TBX21,,NOG,MYO6,,,,,FANK1,,
BCL11B,ITGAM,ELTD1,OLFML3,,,ATP8B4,NEAT1,USP18,FOS,SEC11C,IGHV3-23,,,,RCAN3,ITGAM,,NOP53,KCNK5,,,,,FASLG,,
BCL2,ITGAX,EMCN,PALLD,,,BMP2K,HLA-DMA,COMP,FUT5,SERPINF1,IGHV3-7,,,,RIC3,GLUL,,NOSIP,CXCR6,,,,,FCMR,,
BCL2A1,LAMP3,EPCR,PAPSS2,,,BPI,RPS24,VCAN,FZR1,HIGD1A,IGJ,,,,RPS8,RASSF1,,NPAT,,,,,,FCRL3,,
BCL2L11,PPA1,ERG,PCOLCE,,,C3AR1,TGFBI,PKIG,GEM,NR3C1,IGKC,,,,S100A4,SH3BP5-AS1,,NPM1,,,,,,FOXP3,,
BCL6,PTTG1,ESAM,PCSK5,,,CD33,CAST,PTGER1,GGT1,SEC61B,IGKV1-12,,,,S1PR1,PRKCB,,NT5E,,,,,,FR4,,
BCL7A,RAB32,F2RL3,PDGFRA,,,CLC,EMP3,VIM,GNLY,UNC93B1,IGKV1-39,,,,SCML4,PLEK,,OXNAD1,,,,,,GALNT8,,
BCR,SLC38A1,F8,PDGFRB,,,CRISP3,ACTB,CCN2,GSG1,TMED2,IGKV1-5,,,,SELL,TM4SF19,,PASK,,,,,,GARO,,
BEND5,SLCO5A1,FABP4,PDGFRL,,,FAM124B,VCAN,COL1A1,GZMA,SIVA1,IGKV1D-13,,,,SERINC5,KLRF1,,PDE3B,,,,,,GARP,,
BET1L,SOCS2,FABP5,PDPN,,,FAM174B,TYROBP,NTM,GZMB,LILRB4,IGKV1D-8,,,,SGSM3,SAMD3,,PDK1,,,,,,GBP2,,
BHLHE41,THBD,FABP6,PLAC9,,,FCER1AA,HLA-B,CNN3,GZMH,IRF2BP2,IGKV3-15,,,,SH3YL1,VCL,,PIK3IP1,,,,,,GITR,,
BICD1,WDFY4,FCN3,PODN,,,GFI1,CTSS,,GZMK,DDX17,IGKV3-20,,,,SINHCAF,FCGR3B,,PLEKHB1,,,,,,GLRX,,
BIRC3,XCR1,FLT1,PRELP,,,IL18R1,NACA,,GZMM,SELL,IGKV3D-15,,,,SMAP2,LILRB1,,PRKCQ-AS1,,,,,,HAPLN3,,
BLK,,FLT1 ,PRRX1,,,LTC4S,HNRNPU,,H4C3,HLA-DRA,IGKV4-1,,,,SNED1,ADAM8,,PSIP1,,,,,,HPGD,,
BLNK,,FLT4,PTGIS,,,MS4A3,ARPC5,,HAVCR2,PTPRC,IGLC1,,,,SNHG29,LITAF,,R3HDM4,,,,,,HS3ST3B1,,
BMP2K,,FXYD6,RARRES2,,,MYB,HLA-DPB1,,HLA-E,LILRA4,IGLC2,,,,SNHG32,OSBPL5,,RACK1,,,,,,ICA1,,
BMP8B,,GFOD2,RCN3,,,NOX3,LAMTOR1,,HMGB2,CYB561A3,IGLC3,,,,SNURF,TGFBR3,,RASGRP2,,,,,,IKZF2,,
BST1,,GNG11,SCARA3,,,NTRK1,ARRB2,,HOPX,PPP1R14B,IGLJ3,,,,SOCS3,EMP3,,RCAN3,,,,,,IL32,,
BST2,,GPR116,SERPINF1,,,P2RX1,CEBPD,,ICAM1,PLP2,IGLL3P,,,,SPINT2,CASP8,,RIC3,,,,,,IL4I1,,
BTK,,GPR146,SPARCL1,,,P2RY14,ZFAND5,,IFITM3,PPM1K,IGLL5,,,,SPTBN1,BIN2,,RPS8,,,,,,ISG20,,
BTLA,,GPR182,SPOCK1,,,PAQR5,VMP1,,IFNG,LGMN,IGLV@,,,,STMN3,RAP1GAP2,,S100A4,,,,,,KLRC2,,
BTNL9,,GPR4,SULF1,,,RAB27B,CMTM6,,IGFBP5,TSPAN13,IGLV1-44,,,,TCF7,CXCR4,,S1PR1,,,,,,L1CAM,,
C11orf24,,HAPLN3,SVEP1,,,RGS13,VAMP8,,IL10,GAS6,IGLV1-51,,,,THAP7,CD44,,SCML4,,,,,,LAIR2,,
C12orf42,,HERC2P2,TAGLN,,,SLC12A8,RHOG,,IL15,MAPKAPK2,IGLV2-14,,,,THEM4,CD3E,,SELL,,,,,,LAP,,
C16orf74,,HERC2P9,THBS2,,,ST8SIA1,CD37,,IL18RAP,CD68,IGLV3-21,,,,TMEM123,CD4,,SERINC5,,,,,,LGALS1,,
C16orf87,,HSPG2,THY1,,,STAP1,RNF130,,IL2RA,MZB1,IGLV5-48,,,,TMEM204,GZMK,,SGSM3,,,,,,LGALS3,,
C17orf67,,HYAL2,TMEM119,,,STXBP6,TMSB4X,,IL2RB,TCF4,IGLV6-57,,,,TMEM63A,FGFBP2,,SH3YL1,,,,,,LIPA,,
C1GALT1,,ID1,TPM1,,,CCL1,TNFSF13B,,IL32,CXCR3,IL5RA,,,,TNFSF8,ITGA1,,SINHCAF,,,,,,LMNA,,
C2orf88,,IL3RA,TPM2,,,CCL20,APLP2,,IL7R,DCK,IRF4,,,,TOMM7,CXCR3,,SMAP2,,,,,,LRP1,,
CA2,,ITGB4,TPST1,,,CSF2,GLIPR1,,ITGA1,DERL3,ITGA8,,,,TPCN1,CD8B,,SNED1,,,,,,LRRC42,,
CACNB4,,JUP,VASN,,,CXCL3,ATP6V1F,,ITGA5,SLC15A4,JCHAIN,,,,TRABD2A,CD8A,,SNHG29,,,,,,LTA,,
CALB1,,KDR,MMP11,,,GZMB,IFITM3,,ITGAE,,JSRP1,,,,TRAP1,CD52,,SNHG32,,,,,,MARCO,,
CALR,,KLF4,TGFB3,,,HOXA1,NPC2,,ITGAM,,KCNMA1,,,,TRMT1,,,SNURF,,,,,,METTL7A,,
CAMK1D,,LDB2,,,,IL1A,CD53,,KIR2DL1,,KCNN3,,,,TSHZ2,,,SOCS3,,,,,,MMP12,,
CAPG,,LIMS3,,,,IL1B,COX5B,,KIR2DL3,,KDELR1,,,,TXK,,,SPINT2,,,,,,MNDA,,
CARMIL1,,LYVE1,,,,IL1RL1,ITGB2,,KIR2DL4,,KDELR2,,,,UBQLN2,,,SPTBN1,,,,,,MRC1,,
CASP2,,LYVE1,,,,IL3,SERF2,,KIR2DS4,,KDELR3,,,,VIPR1,,,STMN3,,,,,,MS4A6A,,
CAV1,,MALL,,,,IL5,CSTB,,KIR3DL1,,KRTCAP2,,,,WDR43,,,TCF7,,,,,,NFATC3,,
CBFA2T3,,MATN2,,,,LINC00597,EVI2B,,KIR3DL2,,LINC00582,,,,ZNF101,,,THAP7,,,,,,PDP1,,
CBWD5,,MMRN1,,,,TEC,OAZ1,,KIR3DL3,,LINC01480,,,,,,,THEM4,,,,,,PELO,,
CBX7,,MMRN2,,,,,SERPINA1,,KIT,,LINC02362,,,,,,,TMEM123,,,,,,PI16,,
CCDC191,,MYCT1,,,,,FGR,,KLRB1,,LMAN1,,,,,,,TMEM204,,,,,,PLEK,,
CCDC32,,NOS3,,,,,FCGRT,,KLRC1,,LMAN2,,,,,,,TMEM63A,,,,,,PPM1B,,
CCDC50,,NPDC1,,,,,CORO1A,,KLRC2,,LMF1,,,,,,,TNFSF8,,,,,,PRDM1,,
CCDC81,,PDE2A,,,,,SH3BGRL3,,KLRC3,,LMTK3,,,,,,,TOMM7,,,,,,PRSS23,,
CCN2,,PD-ECGF,,,,,GSTO1,,KLRD1,,LYPD6B,,,,,,,TPCN1,,,,,,PTGIR,,
CCNB1,,PDGFA,,,,,HCST,,KLRF1,,MANEA,,,,,,,TRABD2A,,,,,,RNF214,,
CCNB1IP1,,PD-L1,,,,,LGALS3,,KLRG1,,MANF,,,,,,,TRAP1,,,,,,RTKN2,,
CCND3,,PECAM1,,,,,PGK1,,KLRK1,,MEI1,,,,,,,TRMT1,,,,,,S1PR4,,
CCNI,,PIEZO1,,,,,ANXA1,,L1TD1,,MIXL1,,,,,,,TSHZ2,,,,,,SAMHD1,,
CCR10,,PKP4,,,,,TMBIM6,,LAG3,,MOXD1,,,,,,,TXK,,,,,,SELPLG,,
CCR2,,PLA2G4C,,,,,SPI1,,LDB3,,MYDGF,,,,,,,UBQLN2,,,,,,SIT1,,
CCR4,,PLVAP,,,,,FXYD5,,LTB,,MYL2,,,,,,,VIPR1,,,,,,SMAD2,,
CCR6,,PODXL,,,,,ATP6V0B,,MAPRE3,,MZB1,,,,,,,WDR43,,,,,,SMAD4,,
CCR7,,PPM1F,,,,,CTSH,,MCM3AP,,NXPE4,,,,,,,ZNF101,,,,,,SNX20,,
CCR9,,PRCP,,,,,HLA-DQB1,,MKI67,,PAIP2B,,,,,,,,,,,,,SOCS1,,
CCS,,PTPRB,,,,,PYCARD,,MME,,PARM1,,,,,,,,,,,,,ST8SIA4,,
CCSER1,,PVRL2,,,,,TSPO,,MRC2,,PDIA4,,,,,,,,,,,,,STAB1,,
CD14,,RAI14,,,,,PFN1,,MXRA8,,PDIA6,,,,,,,,,,,,,STAM,,
CD163,,RAMP2,,,,,ARPC3,,NCAM1,,PERP,,,,,,,,,,,,,STAT5A,,
CD180,,RAMP3,,,,,FOS,,NCR1,,PIK3CD-AS2,,,,,,,,,,,,,STAT5B,,
CD19,,RASA4,,,,,PSAP,,NCR2,,PLA2G2D,,,,,,,,,,,,,TBC1D4,,
CD1C,,RBP1,,,,,BTG1,,NCR3,,PLAAT2,,,,,,,,,,,,,TIGIT,,
CD2,,RGL2,,,,,ANXA5,,NKG7,,PRDX4,,,,,,,,,,,,,TLDC2,,
CD200,,RGS16,,,,,GABARAP,,NMUR1,,PRSS16,,,,,,,,,,,,,TNFRSF4,,
CD22,,RHOJ,,,,,S100A8,,PDCD1,,RABAC1,,,,,,,,,,,,,TNFRSF9,,
CD24,,ROBO4,,,,,MS4A7,,PDLIM4,,RASGRP3,,,,,,,,,,,,,TRIM16,,
CD27,,S1PR1,,,,,MT2A,,PRF1,,SCNN1B,,,,,,,,,,,,,TTC39C,,
CD28,,SDPR,,,,,HLA-DPA1,,PRSS23,,SDC1,,,,,,,,,,,,,TTN,,
CD320,,SELE,,,,,TKT,,PRX,,SDF2L1,,,,,,,,,,,,,UBE4A,,
CD34,,SEMA3A,,,,,TPP1,,PSMD4,,SEC11C,,,,,,,,,,,,,USP15,,
CD37,,SLCO2A1,,,,,BLOC1S1,,PTGDR,,SELENOS,,,,,,,,,,,,,VPS54,,
CD38,,SMAD1,,,,,FTL,,PTPRC,,SLAMF7,,,,,,,,,,,,,ZCCHC8,,
CD3D,,SOX18,,,,,TYMP,,RAX,,SPACA3,,,,,,,,,,,,,ZFYVE9,,
CD3E,,STAB2,,,,,SH3BGRL,,SAMD3,,SPAG4,,,,,,,,,,,,,BARX2,,
CD40,,SYT15,,,,,B2M,,SELL,,SPATS2,,,,,,,,,,,,,BCL11B,,
CD48,,TEK,,,,,MCL1,,SH2D1B,,SPCS2,,,,,,,,,,,,,CD2,,
CD5,,TEM7,,,,,TNFRSF1B,,SLC30A5,,SPCS3,,,,,,,,,,,,,CD247,,
CD52,,TEM8,,,,,CD63,,SLC3A2,,SSR3,,,,,,,,,,,,,CD3G,,
CD55,,TFPI,,,,,HLA-DRA,,SPON2,,TGFBR3L,,,,,,,,,,,,,CD6,,
CD63,,TGFBR2,,,,,SAT1,,STMN1,,TMED9,,,,,,,,,,,,,CD96,,
CD68,,TGM2,,,,,LAPTM5,,STYK1,,TNFRSF17,,,,,,,,,,,,,CEMP1,,
CD69,,THBD,,,,,CLEC7A,,TBX21,,TUBB2B,,,,,,,,,,,,,CLEC2D,,
CD7,,THSD1,,,,,S100A9,,TBXA2R,,TXNDC11,,,,,,,,,,,,,DGKA,,
